News Site,Article Title,Article Text
foxnews,"Woman in love triangle admits to killing husband, mistress","A woman who prosecutors say was in a love triangle with her husband and their live-in mistress has pleaded guilty to her role in their slayings.
The Anne Arundel County state's attorney's office said in a statement that 43-year-old Ann Anastasi pleaded guilty to two counts of first-degree murder Wednesday.
On Oct. 5, 2015, police found 40-year-old Anthony Anastasi Jr. fatally shot and 25-year-old Jacqueline Riggs stabbed to death in the basement of the home they shared with Ann Anastasi in Lothian.
Prosecutors say the three were in a relationship, but Riggs and Anthony Anastasi moved together into the basement.
Investigators say Ann Anastasi plotted with a 13-year-old girl and the girl's boyfriend, 18-year-old Gabriel Struss, to kill Anthony Anastasi and Riggs. Struss pleaded guilty to first-degree murder in June."
foxnews,"Pearl Harbor survivor: What I saw aboard the USS Arizona on December 7, 1941","Editor's note: The following column is adapted from ""All the Gallant Men: An American Sailor's Firsthand Account of Pearl Harbor.""
I was aboard the USS Arizona on the morning of December 7, 1941. The courage I saw in our men was astonishing.
Those gallant sailors fought back however they could. Pilots tried to locate airplanes that were still operable, but only a few managed to get in the air and into the fight.
Gunners found themselves with only the ammunition in their ready boxes, with the rest of the munitions they so desperately needed locked up belowdecks.
What happened on December 7, 1941, if it didnâ€™t kill us, changed us forever. President Roosevelt was right to call it â€œa date that will live in infamy.â€ù But for my fellow survivors and me, it also is alive in memory, like shrapnel left embedded in our brains because the surgeon thought it too dangerous to operate. These memories lie within me, forever still and silent, like the men entombed in the Arizona.
If the bullets ran out, they raced to another gun, often one that had a fallen sailor crumpled beneath it.
The rest of the men fought back with whatever weapons were at hand, shooting at the streaking Japanese Zeros with lightweight machine guns, rifles, even pistols.
Acts of individual heroism could be witnessed everywhere you looked. Men being strafed as they brought boxes of ammo up ladders to the antiaircraft guns. Other men carrying their wounded buddies to safety, trying desperately to stanch their bleeding. Still others in small boats, navigating through the fiery sea, pulling oil-soaked sailors from the water. Many putting out fires on board their ships. All the while these men were dodging enemy bullets that were cutting everything around them to shreds, including their fellow sailors.
We were not extraordinary men, those of us who fought on that infamous date in December seventy-five years ago.
Truth be told, most of us had enlisted because there were precious few jobs to be found where we lived. The Great Depression had pulled the pockets of the economy inside out, leaving little more than a lintâ€™s worth of hope for the young men entering the workforce. Most of us who enlisted did so because we needed a job.
Pearl Harbor changed that. A surge of patriotism swept the country, and everyone threw themselves into the war effort.
Love for country welled up inside seemingly every American, coming out in the songs we sang, in the movies produced, in the newspaper articles that were written.
We were ordinary men. What was extraordinary was the country we loved. We loved who she was, what she stood for. We loved her for what she meant to us, and for what she had given to us, even in those meager times.
It didnâ€™t matter where you hailed from, whether you came from the mountains or the prairies, a sprawling city or a small coastal town: you loved her.
We all didâ€”more than the states we left behind, our homes, the careers we gave up. As too many would prove, we loved her more than our very lives.
The battleships and destroyers at Pearl Harbor were named after states from where some of us had been raised. Ohio. Tennessee. Oklahoma. Maryland. California. West Virginia. Utah. Nevada. Those vessels moored in that harbor so far from home reminded us where we came from.
The battleship I served my country on was the USS Arizona.
The men on that ship were drawn from different parts of the country. Some came from family farms in the Midwest. Some were fresh from the steel mills of Chicago. Others joined from dirt-poor towns in the Deep South. A few arrived with book smarts from places foreign to the rest of usâ€”Annapolis, Notre Dame, Vanderbilt.
They came from different religious backgrounds. Some were Catholics, some Protestants, some Jews. Others werenâ€™t sure what they were. A few didnâ€™t care. After all, many were still teenagers with their whole lives stretching before them. There would be plenty of time for religion, later.
They came from different ethnic backgrounds, too. Their accents betrayed them.
There was a Jastrzemski from Michigan.
An Oâ€™Bryan from Massachusetts.
A Schroeder from New Jersey.
A Giovenazzo from Illinois.
A Riggins from California.
A Nelson from Arkansas.
Related Image Expand / Contract
A Smith from just about everywhereâ€”Virginia, Missouri, Florida, Illinois, California, Ohio, Tennessee, Arkansas, Texas, Oklahoma, Mississippi.
And a Stratton from Nebraska.
What happened on December 7, 1941, if it didnâ€™t kill us, changed us forever.
President Roosevelt was right to call it â€œa date that will live in infamy.â€ù But for my fellow survivors and me, it also is alive in memory, like shrapnel left embedded in our brains because the surgeon thought it too dangerous to operate.
Those images remain with us survivors seventy-five years later. Sometimes they intrude into our day, a moment spontaneously combusting, and suddenly we are back in the flames that engulfed our ship or in the oil-slick waters that surrounded it.
Sometimes they come to us in the night, a haunt of images that troubles our sleep. Or perhaps the phone rings, and we flinch. Or a car backfires, and instinctively we duck.
These memories lie within me, forever still and silent, like the men entombed in the Arizona. Others, like the oil that seeps from its wreckage, slip around inside me until they find a way out and make their way to the surface, where they pool and sometimes catch fire.
Over the years, many of us made the pilgrimage back to that harbor, where we have experienced both the soothing of those wounds, and, at the same time, a reopening of them.
Have some been healed? Yes. Year by merciful year. But all? No. And that is true for so many who have survived trauma, not just those who have survived the horror of war.
With each anniversary our ranks thin.
Three hundred thirty-five Arizona sailors survived that day.
Only five remain.
I am looking forward to reuniting with them on the seventy- fifth anniversary of Pearl Harbor in December 2016.
Realistically, though, I realize I am about out of anniversaries. At ninety-four, I donâ€™t take the years ahead for granted. Not one.
More than 65 percent of my body was burned in the explosion that sank the Arizona. My body is a patchwork of scars and skin grafts. Much of the feeling has come back. But not all.
My joints are stiff, and I have to push myself up from my chair, then steady myself before I take the first tentative step.
Itâ€™s been said that when an old person dies, it is like a library burning down. Having survived a fire that took so much from me, I have an obligation to save what memories I have from the flames that will one day come and claim what is left of me.
I share what I remember when I can. But a day will come when I can no longer speak. What then? I have asked myself. What will become of the memories that I as a survivor have experienced? Or the lessons that we as a nation have learned?
That is why I wrote my book, which we titled ""All the Gallant Men"" as tribute to those whose lives were claimed seventy five years ago.
I wanted to save from the fire something of my memories of the Arizona so that younger generations, and all of the children to come after them, can understand why Pearl Harbor matters.
Though my memory is pretty good, here and there I have needed to augment it with research, and I am indebted to those sources that helped clarify my recollections.
Most of the memories are my own, but I didnâ€™t want the story to be exclusively mine.
Itâ€™s important to me that the experiences of my shipmates and of other sailors, soldiers, and Marines who fought that day be included. They deserve to be heard, even though they are gone.
Especially because they are gone.
Excerpted from ""All the Gallant Men: An American Sailorâ€™s Firsthand Account of Pearl Harbor"" by Donald Stratton with Ken Gire. (William Morrow, November 22, 2016).
Donald Stratton was a seaman first-class aboard the USS Arizona on December 7, 1941. After a year-long recovery from wounds suffered in the attack on Pearl Harbor, he reenlisted and served on the destroyer USS Stack during the Okinawa invasion and other battles."
foxnews,New York mother battling breast cancer says she was 'violated' by TSA,"A breast cancer patient currently undergoing chemotherapy is speaking out after an incident in which she believes the TSA at Los Angeles International airport crossed the line while performing a security check.
Denise Albert was flying home to New York Sunday night when she says a TSA agent put her hands on her buttocks and crotch and then patted her left leg all the way down to the ankle, applying pressure the whole way. In the incident, captured on video, the TSA agent then goes back up and repeated the process along Albertâ€™s right leg.
But when the agent moved her hands to her chest, Albert, co-host of a media company called â€œThe Moms,â€ù had had enough.
â€œYou can't touch me there,â€ù she told the agent. â€œYou canâ€™t touch me there ... You canâ€™t touch me there.""
Albert reiterated, ""Sorry â€_ I have breast cancer. I have a port in me. You canâ€™t touch me.â€ù
A second agent moved in and told her: â€œSo, that is part of the procedure. We have to clear everything â€_ Sheâ€™s going to use as much pressure as she needs to, to clear the area. Thatâ€™s part of this. We have to make sure thereâ€™s nothing there.â€ù
â€œI was in such shockâ€_. I have never been so humiliated or felt more violated in my life,â€ù Albert, 41, wrote that night in a lengthy Facebook post that included a video of the incident.
The mother of two sons, who has chronicled her battle with cancer in Good Housekeeping and writes a series called â€œDivorce Diariesâ€ù for the Huffington Post, continued:
â€œI went through the scanning machine at the airport without incident. I had already told them about my metal port and my medical cream which I removed from my bag for them to see and test as I have done on prior flights.
â€œI don't know what was different this time but TSA agents aggressively attempted to do a body cavity search in public. I was TSE precheck and once through the scanner they asked me to take off my shoes.
â€œI explained I didn't have socks on and that my cream is for an infection from my current treatment, including on my feet. So if they wanted to put my shoes through x-ray, I would have to sit down because I would not put my bare feet on the floor. They allowed that.
â€œThey then started to tell me they would apply pressure from head to toe and I got very upset because I wear a wig. I didn't want them to touch it, move it, or ruin it. So I ripped it off for them to pat my head â€_.
â€œAfter at least 20 minutes of sitting there because they were debating how to proceed, I told them my feet were freezing. Also a side effect from chemo. They refused to help me.â€ù
After several minutes, a supervisor finally arrived, took her to a private room and conducted a â€œregular soft pat down,â€ù Albert wrote. But her ordeal wasnâ€™t over.
â€œâ€_ they opened my bags, removed everything and another TSA agent joked about all of the eyelashes I had. I told her, it's because I don't have real ones from my cancer treatment.â€ù
""I started crying,"" Albert told PIX11, where she is a regular guest on the morning news. ""It was overwhelming and horrific. I could not believe what was happeningâ€_.
In an updated Facebook post on Dec.5, Albert wrote that she has "" never been so humiliated or felt more violated in my life.""
She said she has since filed an online complaint with the TSA and received a form response:
â€œWe regret that you had a negative screening experience. While every person and item must be screened before entering a secured area, the manner in which the screening is conducted is important. Our policies and procedures focus on ensuring that all passengers, regardless of their personal situations and needs, are treated with dignity, respect, and courtesyâ€_.â€ù
In a statement sent to Pix11, the TSA wrote: â€œThe Transportation Security Administration takes reports of alleged impropriety very seriously. TSA is currently looking into the specific details as to what occurred during the screening process to ensure our security protocols were followed. We regret any distress the security screening process may have caused the passenger. We will work with the passenger directly to address her concerns.â€ù"
foxnews,Trumps Says He Consulted Obama on Cabinet Picks,"By LOUIS NELSON | POLITICO
President-elect Donald Trump said Wednesday that he is taking advice on his political appointees from the man he spent months railing against on the campaign trail: President Barack Obama.
Trump said on NBCâ€™s â€œTodayâ€ù that he has sought the presidentâ€™s advice on the candidates for various appointment-level positions and, in at least one case so far, has acted on that advice.
â€œI have asked him what he would think of this one and that one,â€ù Trump said. â€œI would say that, yes, I take his recommendations very seriously, and there are some people that I will be appointing, and in one case have appointed, where he thought very highly of that person, yes.â€ù"
foxnews,Huge underground ice deposit on Mars is bigger than New Mexico,"A giant deposit of buried ice on Mars contains about as much water as Lake Superior does here on Earth, a new study reports.
The ice layer, which spans a greater area than the state of New Mexico, lies in Mars' mid-northern latitudes and is covered by just 3 feet to 33 feet of soil. It therefore represents a vast possible resource for future astronauts exploring the Red Planet, study team members said.
""This deposit is probably more accessible than most water ice on Mars, because it is at a relatively low latitude and it lies in a flat, smooth area where landing a spacecraft would be easier than at some of the other areas with buried ice,"" co-author Jack Holt, of the University of Texas, Austin, said in a statement. [Photos: The Search for Water on Mars]
The researchers, led by Cassie Stuurman of the Institute for Geophysics at the University of Texas, analyzed observations of Mars' Utopia Planitia region made by the ground-penetrating Shallow Radar (SHARAD) instrument aboard NASA's Mars Reconnaissance Orbiter. They focused on this area because Utopia Planitia features ""scalloped depressions"" similar to landscapes in the Canadian Arctic that lie atop buried ice.
Data gathered by SHARAD during 600 MRO passes over Utopia Planitia revealed the deposit between 39 and 49 degrees north latitude. The layer ranges in thickness from 260 feet to 560 feet and is made up of 50 to 85 percent water ice, researchers said. (The remainder is dirt and rock.)
That puts the deposit's water volume roughly on a par with that of Lake Superior, the largest of the Great Lakes, which holds 2,900 cubic miles of the wet stuff.
SHARAD is capable of distinguishing between layers of liquid and frozen water, and the instrument's data indicate that all of the Utopia Planitia water is ice at the moment. That's bad news for anyone hoping to find evidence of Mars life, because life here on Earth is intimately tied to liquid water.
But there may have been some melting in the past, during times when Mars' poles were tilted at a different angle, researchers said. The planet has a 25-degree lean at the moment, but this axial tilt varies to about 50 degrees over a 120,000-year cycle.
Indeed, the ice deposit probably formed during a high-tilt era, when snow accumulated at middle Martian latitudes rather than at the poles as it does now, Stuurman said. So further study of the Utopia Planitia ice deposit could also shed light on how the Martian climate has changed over the ages.
""The ice deposits in Utopia Planitia aren't just an exploration resource, they're also one of the most accessible climate change records on Mars,"" co-author Joe Levy, also of the University of Texas, said in the same statement.
""We don't understand fully why ice has built up in some areas of the Martian surface and not in others,"" Levy added. ""Sampling and using this ice with a future mission could help keep astronauts alive, while also helping them unlock the secrets of Martian ice ages.""
The new study was published in the journal Geophysical Research Letters."
foxnews,Phoenix police release 911 call from man fired upon by serial killer,"Phoenix police released a 911 recording Wednesday from a man who walked away uninjured from attack by a man believed to have fatally shot seven people and wounded two others earlier this year in a wave of serial killings.
The 22-year-old man told an operator on July 11 that a man in an early 1990s black BMW opened fire as he and his 4-year-old nephew were driving home. He said he ducked down with the child and kept driving once he saw the gun.
""He was driving around the corner and then he just like literally pulled out a gun and just shot on me while looking at me,"" the man said, noting later that none of the shots hit him or his nephew.
The 911 recording from the shooting â€” the last confirmed attack by the suspect known as the Serial Street Shooter â€” was released as police say the number of tips coming in from the public has dwindled at an alarming rate.
The cases remain a high priority for investigators, police spokesman Sgt. Jonathan Howard said. ""We feel there are people who either know who this man is or (have) strong suspicions,"" Howard said. ""We need those people to reach out to us to share their suspicions.""
Police say the victims were attacked as they stood outside their homes or sat in vehicles after dark. They were fired upon by someone who was sitting in a car or had just stepped out of a vehicle. All but one of the killings has taken place in the city's Maryvale section, a predominantly Hispanic neighborhood Phoenix's west side.
Investigators believe the crimes were carried out by a lanky Hispanic man in his early 20s, but they are leaving open the possibility that someone else may have participated in the attacks. They don't believe the attacks are racially motivated. No motive has been established.
The victims include a 21-year-old man whose girlfriend was pregnant with their son and a 12-year-girl who was shot to death along with her mother and a friend of the woman.
The July 11 shooting didn't occur in Maryvale, but rather in another neighborhood about 10 miles away.
The 22-year-old victim didn't see the suspect's license plate number, but he caught a glimpse of the shooter, describing him as a Hispanic man in his early 20s who had short black hair. ""He saw me because I was riding with the windows down,"" the man told a 911 operator.
Investigators found three bullet holes on the victim's car and recovered five shell casings from the scene, a police report says.
In all, authorities say they have received more than 3,000 tips about the shootings that happened between March and July.
Investigators are continuing to analyze physical evidence recovered from the scenes, seek out neighbors who might have security camera footage of the shootings and work with community groups to seek out useful information, Howard said.
Tips that have already been investigated are being handed off to other officers to be re-examined in hopes that a fresh set of eyes will turn up something new.
There are several theories on why the killer hasn't struck in nearly five months, including that he has decided to stop the attacks, has been locked up in jail for other reasons or moved to another location, Howard said.
""We won't know what really happened until we capture him,"" he said."
foxnews,Great Barrier Reef lost 22 percent of its coral this year,"This year saw the worst mass die-off of coral ever recorded at the Great Barrier Reef, with the ""most-pristine"" parts of the reef being hit the hardest, the Guardian reports.
One 430-mile section in the northern portion of the 1,400-mile-long reef lost 67 percent of its shallow-water coral. All told, the Great Barrier Reef lost 22 percent of its coral in 2016's bleaching event.
""To see those sections, two-thirds of the northern section, dead, is catastrophic,"" an Australian environmental minister tells the New York Times. The northern section of the reef had historically been the least damaged by human activity.
The coral bleaching was caused by warming waters; the southern portion of the reef escaped great harm thanks to a cyclone that lowered water temperatures. This was the thirdâ€”and by far the worstâ€”coral bleaching event to hit the Great Barrier Reef in the past 18 years, the AP reports.
Since the last event in 2002, the reef's coral had increased by 19 percent, according to the Australian government. Experts say it could take 10 to 15 years to regain the coral lost in this year's bleaching eventâ€”but that's assuming there isn't a fourth during that span.
One expert says that even if the Great Barrier Reef hits pre-bleaching levels of coral, it will never regain the diversity it once had. The UN is considering adding the Great Barrier Reef to its list of world heritage sites that are in danger.
And the Australian government plans to spent $1.5 billion on protecting the reef over the next decade. (A huge reef was discovered hiding behind the Great Barrier Reef.)
This article originally appeared on Newser: Great Barrier Reef Lost 22% of Its Coral This Year"
foxnews,New spider species discovered in Indiana,"A new species of spider has been discovered in Johnson County, Indiana.
University of Indianapolis Professor Marc Milne discovered the spider while taking part in a â€œbioblitzâ€ù â€“ an intense inventory of plants, animals and fungi at the Glacierâ€™s End Nature Preserve, according to the Central Indiana Land Trust.
RAVENOUS 14-FOOT PYTHON CAUGHT WITH 3 DEER IN ITS GUT
The tiny spiders, which are tentatively named Orenoetides sp., are only about 2.5 mm in size and live in leaf litter.
â€œWhile some scientists are exploring outer space, itâ€™s amazing to think that weâ€™re still discovering new things on earth, like new species of spiders right here in Central Indiana. The discovery highlights why this type of land protection is necessary,â€ù said Cliff Chapman, executive director of the Central Indiana Land Trust, in a press release Monday. â€œThere is still so much to be discovered in the natural areas that surround us, but it will all remain undiscovered if we fail to protect those areas.â€ù
ENDANGERED SEA TURTLES ARE ACTUALLY THRIVING AT BELIZE REEF
The Central Indiana Land Trust also announced Monday the closing of a purchase that adds 97 acres to the Glacierâ€™s End Nature Preserve. With the additional land, the Preserve now covers 300 acres.
After building trails, educational signage and parking areas big enough for school buses, the Land Trust plans to open the Glacierâ€™s End Nature Preserve for public access in 2018."
foxnews,Man fulfills promise to hike all 50 US states with disabled daughter before age 18,"The Friday before Thanksgiving, Chris Kain and his family watched the sun set on a beach in Oahu, Hawaii, and 12 hours later, they dazzled at the icy top of the tallest mountain in North America, Denali, as it rose in Alaska. What preceded that moment were numerous miles flown and driven across the United States to fulfill a promise Chris made when his daughter Kellisa exceeded doctorsâ€™ expectations to survive an extremely premature birthâ€” sustaining fluid on the brain and developing cerebral palsyâ€” about 17 and a half years ago.
The symbolism of that sunrise wasnâ€™t lost on Chris, who at that moment was beginning the last chapter of a years-long journey to show Kellisa all 50 U.S. states before she turns 18.
â€œIt was a huge relief because Iâ€™d been putting a lot of pressure on myself to make sure it happened,â€ù Chris, a technical manager for a company that supports the flooring industry, told FoxNews.com.
Instead of keeping Kellisa indoors, Chris has prioritized father-daughter trips outdoors so Kellisa can live as normal a life as possible. The teen, who is reliant on a wheelchair and communicates primarily through facial expressions and basic phrases such as â€œyes,â€ù has always preferred bumpy terrain to smooth pavement anyway, Chris said.
In December 2015, when FoxNews.com first spoke with Chris, he and Kellisa had hiked trails together in 47 states, and had only Iowa, Hawaii and Alaska left. But when Chris realized earlier this year that Kellisaâ€™s adopted sister, Laurel, 7, had visited 41 states, he decided to backtrack a bit to make it so his daughters could complete the feat together.
â€œKellisa wants [Laurel] by her side,â€ù Chris said, and â€œLaurel has taken a very active role in wanting to help and watch out for Kellisa. She likes to help push Kellisa on these trails, and sheâ€™s real good at looking out for Kellisaâ€™s safety.â€ù
To catch Laurel up, Chris packed the girlsâ€™ bags plus Kellisaâ€™s jog stroller with rugged wheels to fly to Albany, New York, from the familyâ€™s new hometown of Roseville, California, where they relocated from Florida earlier this year, when Chris received a job transfer. In three days, they traversed the Northeast by carâ€” hitting New York, Massachusetts, Vermont and New Hampshireâ€” and flew to Illinois before finally driving to Iowa. Cramming six states into that time span was unusual, but doing a lot in a little wasnâ€™t atypical for the girls.
â€œTheyâ€™re both road warriors,â€ù Chris said.
The following week, Chris and his wife, Lisa, flew their daughters to Oahu, where they hiked muddy trails as it drizzled, and spent five days feasting their eyes on aerial views of Honolulu and Waikiki, as well as playing on sandy beaches. From Hawaii, the Kains took an overnight flight to Anchorage, where an abundant snowfall made up for the limited trail options in the wintertime.
â€œNegative 14 degrees was the actual temperatureâ€” both kids loved it,â€ù Chris said. â€œLaurel got out of the car and was [making] a snowball, Kellisaâ€™s giggling â€_ I was very impressed that they did not let the cold slow them down or stop them one bit. I had to kind of drag them back into the car because they wanted to keep playing.â€ù
The Kains spent four days in Alaska, and now that their nationwide tour is over, Chris is already setting his sights on hiking trails outside of the U.S.
â€œTheyâ€™ve both been to Canada, but they havenâ€™t been to all the providences, so Iâ€™m thinking we can do that and do some trails in each of them,â€ù Chris said.
However, in her new home state, Kellisa has all the advantages of the outdoors that many of her nationwide excursions have afforded. Lately, the Cains have been spending their time exploring local trails, sledding the Sierra Nevada Mountains, and splashing around in swimming holes and creeks in which Kellisa uses a square flotation device that allows her to independently move her hands and lightly kick her feet.
â€œMy kids thrive in this stuff,â€ù he said. â€œIt doesnâ€™t matter if itâ€™s hot or cold or in between, or wet or dryâ€” just that theyâ€™re doing something.â€ù
Chris re-emphasized his goal of inspiring other parents whose children are disabled to believe in their kids and push to give them more than only what is expected.
â€œI see [my kids] thriving and all the kids who are sitting there at home,â€ù he said. â€œThatâ€™s the bigger goal: to inspire people not necessarily to do what we do, but to do something.â€ù"
foxnews,Charges possible over video of black student eating chicken,"A Pennsylvania teenager accused of producing a racist video of a black classmate eating chicken and posting it online could face criminal charges.
Northampton County District Attorney John Morganelli said Wednesday he's considering ethnic intimidation and harassment charges against a white 14-year-old student at Saucon Valley High School.
Morganelli says the teenager recorded a 16-year-old black boy eating chicken wings and in narrating the video called the older boy the N-word and made references to ""being broke and on welfare.""
Morganelli calls the video ""reprehensible"" and ""repulsive."" He says the black student saw the video on social media, prompting him to attack the white student at a football game.
Lower Saucon police charged the black student with assault. Those charges are pending in juvenile court."
foxnews,Teacher barred for 12 years after dragging student by hair,"Fired, criminally charged and with her state teaching license on the line, Linda Winters-Johnson admitted Wednesday that she'd been wrong to drag a special education student by the hair across the gym floor at Greenville High School.
""I am an imperfect human who has made a grave mistake,"" she told Mississippi's Teacher Licensure Commission
The commission, though, didn't buy her remorse. After brief deliberations, a three-commissioner panel voted to bar Winters-Johnson from the classroom for 12 years.
Raina Lee, a lawyer who handles educator misconduct proceedings for the state, said it was the longest such sanction she'd seen. Mississippi has no legal provisions for permanently revoking a teacher's license, although department officials say they plan to ask lawmakers for that power.
The move means Winters-Johnson can't even ask for her license back until the suspension is over, while the commission could have allowed the teacher to seek reinstatement after half the penalty.
""Yes, you can wipe out 20 years of experience in a minute, 20 seconds, because it doesn't take but one,"" Lee told the commission, rebutting Winters-Johnson's pleas.
A Washington County grand jury indicted Winters-Johnson on a misdemeanor charge of abusing a vulnerable person.
Winters-Johnson tried to argue that videos watched by millions were only part of the story, begging the commission to balance the act against her long years of service. She said she was trying to prevent the student from harming herself and that parts of the video were misleading. Winters-Johnson testified she did not forcefully strike the student with a metal cup, saying she only brushed the student's head ""in an exaggerated motion.""
""I was there and I know I didn't hit her with the cup,"" Winters-Johnson said.
She told the panel that she would accept its decision, but her lawyer said she'd consider an appeal to the state Board of Education.
The daylong hearing ended with a withering cross-examination of Winters-Johnson by Lee, after the teacher said she acted after the student had been jumping on bleachers, digging through Winters-Johnson's belongings, and leaning on an exit door.
""Do you have any remorse for your actions?"" Lee asked at one point.
""I do,"" Winters-Johnson replied.
""Would you like to start sharing that with the commission?"" Lee responded.
The hearing also showed Winters-Johnson might have gotten off lightly if the videos hadn't surfaced.
Greenville High School Principal Xavier Hodo immediately recommended Winters-Johnson be fired, after a meeting where he said Winters-Johnson told him she only grabbed the student's hair ""playfully"" and that ""this technique had worked in the past"" to calm the student.
District leaders overrode Hodo and first opted for suspension, and Winters-Johnson said she felt at one point the incident ""would go away."" Former Superintendent Leeson Taylor, fired because school board members were displeased by his response, testified that he feared Winters-Johnson would appeal a firing and win. Taylor said he might have chosen not to renew Winters-Johnson's contract after the school year.
""This was a situation where Ms. Johnson did not feel she needed to accept responsibility for her action until the world knew about it,"" Lee said.
Paula Vanderford of the state Department of Education characterized the investigation as ""ongoing,"" meaning administrative charges could be filed against others. One question is whether any Greenville school employees deleted videos of Winters-Johnson's actions. The district also failed to report the incident to the state within the required 10 days.
___
Follow Jeff Amy at: http://twitter.com/jeffamy . Read his work at https://www.apnews.com/search/Jeff%20Amy ."
